name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;994;0;971;3079;1042;3079;1042;0
header;205;114;205;143;1829;143;1829;114
A;1006;179;1006;205;1025;205;1025;179
B;1008;848;1008;872;1026;872;1026;848
A;1033;1124;1033;1125;1035;1125;1035;1124
C;1004;1503;1004;1530;1023;1530;1023;1503
D;997;2206;997;2235;1021;2235;1021;2206
A;974;2550;974;2554;982;2554;982;2550
A;975;2683;975;2688;979;2688;979;2683
A;974;2696;974;2700;979;2700;979;2696
A;974;2755;974;2759;978;2759;978;2755
A;973;2766;973;2770;978;2770;978;2766
